,date,min_volume_weekday,max_volume_weekday,mediana_volume_weekday,media_volume_weekday,desvio_padrao_weekday
10021,2016-09-28,67,88,68.0,74.33333333333333,11.846237095944575
10022,2016-09-28,20,25,24.0,23.0,2.6457513110645907
10023,2016-09-28,69,85,82.0,78.66666666666667,8.504900548115382
10024,2016-09-28,54,72,66.0,64.0,9.16515138991168
10025,2016-09-28,66,91,72.0,76.33333333333333,13.051181300301263
10026,2016-09-28,56,75,59.0,63.333333333333336,10.214368964029708
10027,2016-09-28,18,24,21.0,21.0,3.0
10028,2016-09-28,64,78,66.0,69.33333333333333,7.571877794400364
10029,2016-09-28,49,55,52.0,52.0,3.0
10030,2016-09-28,50,70,52.0,57.333333333333336,11.015141094572204
10031,2016-09-28,59,99,68.0,75.33333333333333,20.98412098071619
10032,2016-09-28,18,28,19.0,21.666666666666668,5.507570547286102
10033,2016-09-28,39,46,39.0,41.333333333333336,4.041451884327381
10034,2016-09-28,42,47,44.0,44.333333333333336,2.5166114784235836
10035,2016-09-28,49,64,49.0,54.0,8.660254037844387
10036,2016-09-28,50,60,51.0,53.666666666666664,5.507570547286101
10037,2016-09-28,17,26,19.0,20.666666666666668,4.725815626252609
10038,2016-09-28,39,50,40.0,43.0,6.082762530298219
10039,2016-09-28,35,54,46.0,45.0,9.539392014169456
10040,2016-09-28,40,48,46.0,44.666666666666664,4.163331998932264
10041,2016-09-28,52,72,58.0,60.666666666666664,10.263202878893768
10042,2016-09-28,17,25,24.0,22.0,4.358898943540674
10043,2016-09-28,38,49,40.0,42.333333333333336,5.859465277082316
10044,2016-09-28,22,48,38.0,36.0,13.114877048604
10045,2016-09-28,60,65,63.0,62.666666666666664,2.5166114784235822
10046,2016-09-28,39,72,41.0,50.666666666666664,18.502252115170556
10047,2016-09-28,15,20,20.0,18.333333333333332,2.886751345948128
10048,2016-09-28,30,43,41.0,38.0,7.0
10049,2016-09-28,31,48,38.0,39.0,8.54400374531753
10050,2016-09-28,34,53,42.0,43.0,9.539392014169456
10051,2016-09-28,25,65,49.0,46.333333333333336,20.132891827388665
10052,2016-09-28,15,24,18.0,19.0,4.58257569495584
10053,2016-09-28,35,47,41.0,41.0,6.0
10054,2016-09-28,18,42,31.0,30.333333333333332,12.013880860626733
10055,2016-09-28,30,52,40.0,40.666666666666664,11.015141094572202
10056,2016-09-28,18,53,40.0,37.0,17.69180601295413
10057,2016-09-28,16,30,17.0,21.0,7.810249675906654
10058,2016-09-28,26,42,35.0,34.333333333333336,8.020806277010642
10059,2016-09-28,24,33,29.0,28.666666666666668,4.509249752822893
10060,2016-09-28,38,56,42.0,45.333333333333336,9.451631252505218
10061,2016-09-28,28,38,35.0,33.666666666666664,5.131601439446885
10062,2016-09-28,13,24,22.0,19.666666666666668,5.859465277082315
10063,2016-09-28,17,29,29.0,25.0,6.928203230275509
10064,2016-09-28,27,36,31.0,31.333333333333332,4.509249752822894
10065,2016-09-28,41,47,42.0,43.333333333333336,3.214550253664319
10066,2016-09-28,26,41,28.0,31.666666666666668,8.144527815247079
10067,2016-09-28,11,18,16.0,15.0,3.605551275463989
10068,2016-09-28,31,33,31.0,31.666666666666668,1.1547005383792517
10069,2016-09-28,15,35,32.0,27.333333333333332,10.785793124908958
10070,2016-09-28,33,43,35.0,37.0,5.291502622129181
10071,2016-09-28,35,46,38.0,39.666666666666664,5.686240703077327
10072,2016-09-28,10,16,11.0,12.333333333333334,3.2145502536643185
10073,2016-09-28,18,38,28.0,28.0,10.0
10074,2016-09-28,19,26,26.0,23.666666666666668,4.041451884327381
10075,2016-09-28,24,35,28.0,29.0,5.5677643628300215
10076,2016-09-28,26,44,30.0,33.333333333333336,9.451631252505216
10077,2016-09-28,7,11,8.0,8.666666666666666,2.0816659994661326
10078,2016-09-28,7,26,26.0,19.666666666666668,10.969655114602888
10079,2016-09-28,18,24,22.0,21.333333333333332,3.0550504633038935
10080,2016-09-28,18,26,24.0,22.666666666666668,4.163331998932265
10081,2016-09-28,16,26,20.0,20.666666666666668,5.033222956847166
10082,2016-09-28,7,9,8.0,8.0,1.0
10083,2016-09-28,22,33,23.0,26.0,6.082762530298219
10084,2016-09-28,12,21,12.0,15.0,5.196152422706632
10085,2016-09-28,17,33,22.0,24.0,8.18535277187245
10086,2016-09-28,15,31,24.0,23.333333333333332,8.020806277010644
10087,2016-09-28,5,10,7.0,7.333333333333333,2.5166114784235836
10088,2016-09-28,9,25,24.0,19.333333333333332,8.962886439832502
10089,2016-09-28,14,16,15.0,15.0,1.0
10090,2016-09-28,10,17,17.0,14.666666666666666,4.041451884327381
10091,2016-09-28,17,25,20.0,20.666666666666668,4.04145188432738
10092,2016-09-28,7,19,11.0,12.333333333333334,6.110100926607787
10093,2016-09-28,6,13,13.0,10.666666666666666,4.041451884327381
10094,2016-09-28,6,14,7.0,9.0,4.358898943540674
10095,2016-09-28,11,25,23.0,19.666666666666668,7.571877794400366
10096,2016-09-28,12,21,21.0,18.0,5.196152422706632
10097,2016-09-28,4,20,13.0,12.333333333333334,8.020806277010642
10098,2016-09-28,12,21,18.0,17.0,4.58257569495584
10099,2016-09-28,1,9,1.0,3.6666666666666665,4.618802153517007
10100,2016-09-28,9,24,22.0,18.333333333333332,8.144527815247077
10101,2016-09-28,12,20,19.0,17.0,4.358898943540674
10102,2016-09-28,3,16,11.0,10.0,6.557438524302
10103,2016-09-28,11,17,14.0,14.0,3.0
10104,2016-09-28,1,6,2.0,3.0,2.6457513110645907
10105,2016-09-28,13,18,18.0,16.333333333333332,2.886751345948128
10106,2016-09-28,10,12,11.0,11.0,1.0
10107,2016-09-29,4,17,5.0,8.666666666666666,7.234178138070234
10108,2016-09-29,110,123,117.0,116.66666666666667,6.50640709864771
10109,2016-09-29,1,7,1.0,3.0,3.4641016151377544
10110,2016-09-29,11,13,13.0,12.333333333333334,1.1547005383792515
10111,2016-09-29,107,142,137.0,128.66666666666666,18.92969448600091
10112,2016-09-29,5,11,9.0,8.333333333333334,3.055050463303893
10113,2016-09-29,54,79,74.0,69.0,13.228756555322953
10114,2016-09-29,1,4,2.0,2.3333333333333335,1.5275252316519468
10115,2016-09-29,13,17,14.0,14.666666666666666,2.0816659994661326
10116,2016-09-29,63,106,105.0,91.33333333333333,24.54248017893329
10117,2016-09-29,7,16,7.0,10.0,5.196152422706632
10118,2016-09-29,38,51,49.0,46.0,7.0
10119,2016-09-29,7,13,12.0,10.666666666666666,3.2145502536643185
10120,2016-09-29,72,93,82.0,82.33333333333333,10.503967504392488
10121,2016-09-29,3,10,6.0,6.333333333333333,3.5118845842842465
10122,2016-09-29,5,12,6.0,7.666666666666667,3.7859388972001824
10123,2016-09-29,16,17,17.0,16.666666666666668,0.5773502691896255
10124,2016-09-29,5,9,8.0,7.333333333333333,2.081665999466133
10125,2016-09-29,6,11,9.0,8.666666666666666,2.5166114784235836
10126,2016-09-29,7,13,9.0,9.666666666666666,3.055050463303893
10127,2016-09-29,10,22,21.0,17.666666666666668,6.6583281184793925
10128,2016-09-29,6,8,8.0,7.333333333333333,1.1547005383792517
10129,2016-09-29,10,12,11.0,11.0,1.0
10130,2016-09-29,9,10,10.0,9.666666666666666,0.5773502691896258
10131,2016-09-29,13,19,13.0,15.0,3.4641016151377544
10132,2016-09-29,4,5,5.0,4.666666666666667,0.5773502691896257
10133,2016-09-29,4,7,7.0,6.0,1.7320508075688772
10134,2016-09-29,6,11,7.0,8.0,2.6457513110645907
10135,2016-09-29,5,17,15.0,12.333333333333334,6.429100507328636
10136,2016-09-29,5,14,6.0,8.333333333333334,4.932882862316248
10137,2016-09-29,4,8,8.0,6.666666666666667,2.309401076758503
10138,2016-09-29,4,13,8.0,8.333333333333334,4.509249752822894
10139,2016-09-29,8,11,10.0,9.666666666666666,1.5275252316519468
10140,2016-09-29,4,6,5.0,5.0,1.0
10141,2016-09-29,4,10,7.0,7.0,3.0
10142,2016-09-29,4,15,6.0,8.333333333333334,5.859465277082315
10143,2016-09-29,12,13,12.0,12.333333333333334,0.5773502691896255
10144,2016-09-29,4,9,6.0,6.333333333333333,2.5166114784235836
10145,2016-09-29,3,8,7.0,6.0,2.6457513110645907
10146,2016-09-29,9,12,9.0,10.0,1.7320508075688772
10147,2016-09-29,8,16,11.0,11.666666666666666,4.041451884327381
10148,2016-09-29,5,11,6.0,7.333333333333333,3.2145502536643185
10149,2016-09-29,7,8,8.0,7.666666666666667,0.5773502691896257
10150,2016-09-29,7,19,15.0,13.666666666666666,6.110100926607786
10151,2016-09-29,10,18,15.0,14.333333333333334,4.041451884327381
10152,2016-09-29,3,8,4.0,5.0,2.6457513110645907
10153,2016-09-29,6,11,9.0,8.666666666666666,2.5166114784235836
10154,2016-09-29,12,13,13.0,12.666666666666666,0.5773502691896258
10155,2016-09-29,9,13,12.0,11.333333333333334,2.0816659994661326
10156,2016-09-29,2,7,3.0,4.0,2.6457513110645907
10157,2016-09-29,4,10,10.0,8.0,3.4641016151377544
10158,2016-09-29,13,21,14.0,16.0,4.358898943540674
10159,2016-09-29,11,16,16.0,14.333333333333334,2.8867513459481287
10160,2016-09-29,2,8,2.0,4.0,3.4641016151377544
10161,2016-09-29,10,10,10.0,10.0,0.0
10162,2016-09-29,12,21,19.0,17.333333333333332,4.725815626252609
10163,2016-09-29,10,16,12.0,12.666666666666666,3.055050463303893
10164,2016-09-29,5,5,5.0,5.0,0.0
10165,2016-09-29,11,16,12.0,13.0,2.6457513110645907
10166,2016-09-29,18,30,22.0,23.333333333333332,6.110100926607787
10167,2016-09-29,10,13,10.0,11.0,1.7320508075688772
10168,2016-09-29,4,5,5.0,4.666666666666667,0.5773502691896258
10169,2016-09-29,5,7,6.0,6.0,1.0
10170,2016-09-29,25,31,27.0,27.666666666666668,3.055050463303893
10171,2016-09-29,12,19,18.0,16.333333333333332,3.785938897200183
10172,2016-09-29,11,16,12.0,13.0,2.6457513110645907
10173,2016-09-29,6,14,10.0,10.0,4.0
10174,2016-09-29,2,5,2.0,3.0,1.7320508075688772
10175,2016-09-29,27,40,28.0,31.666666666666668,7.234178138070234
10176,2016-09-29,9,21,20.0,16.666666666666668,6.6583281184793925
10177,2016-09-29,16,20,16.0,17.333333333333332,2.309401076758503
10178,2016-09-29,9,14,9.0,10.666666666666666,2.8867513459481287
10179,2016-09-29,3,4,4.0,3.6666666666666665,0.5773502691896258
10180,2016-09-29,28,39,34.0,33.666666666666664,5.507570547286102
10181,2016-09-29,11,21,14.0,15.333333333333334,5.131601439446884
10182,2016-09-29,17,24,20.0,20.333333333333332,3.511884584284246
10183,2016-09-29,10,19,12.0,13.666666666666666,4.725815626252609
10184,2016-09-29,4,17,6.0,9.0,7.0
10185,2016-09-29,32,42,39.0,37.666666666666664,5.131601439446884
10186,2016-09-29,15,30,23.0,22.666666666666668,7.505553499465135
10187,2016-09-29,23,31,26.0,26.666666666666668,4.04145188432738
10188,2016-09-29,16,33,29.0,26.0,8.888194417315589
10189,2016-09-29,9,18,10.0,12.333333333333334,4.932882862316247
10190,2016-09-29,36,61,46.0,47.666666666666664,12.583057392117917
10191,2016-09-29,14,54,31.0,33.0,20.074859899884732
10192,2016-09-29,33,41,38.0,37.333333333333336,4.041451884327381
10193,2016-09-29,25,37,31.0,31.0,6.0
10194,2016-09-29,18,36,32.0,28.666666666666668,9.451631252505216
10195,2016-09-29,54,76,60.0,63.333333333333336,11.372481406154654
10196,2016-09-29,32,66,38.0,45.333333333333336,18.14754345175493
10197,2016-09-29,72,100,75.0,82.33333333333333,15.37313674346694
10198,2016-09-29,32,55,50.0,45.666666666666664,12.096831541082704
10199,2016-09-29,25,32,28.0,28.333333333333332,3.5118845842842465
10200,2016-09-29,48,81,79.0,69.33333333333333,18.502252115170556
10201,2016-09-29,68,91,72.0,77.0,12.288205727444508
10202,2016-09-29,100,122,110.0,110.66666666666667,11.015141094572204
10203,2016-09-29,48,75,63.0,62.0,13.527749258468683
10204,2016-09-29,30,44,40.0,38.0,7.211102550927978
10205,2016-09-29,58,96,95.0,83.0,21.656407827707714
10206,2016-09-29,72,107,79.0,86.0,18.520259177452136
10207,2016-09-29,112,134,116.0,120.66666666666667,11.71893055416463
10208,2016-09-29,55,88,71.0,71.33333333333333,16.502525059315417
10209,2016-09-29,30,49,34.0,37.666666666666664,10.016652800877814
10210,2016-09-29,83,105,100.0,96.0,11.532562594670797
10211,2016-09-29,88,145,100.0,111.0,30.04995840263344
10212,2016-09-29,121,145,134.0,133.33333333333334,12.01388086062673
10213,2016-09-29,60,93,87.0,80.0,17.578395831246947
10214,2016-09-29,41,51,50.0,47.333333333333336,5.507570547286101
10215,2016-09-29,97,107,106.0,103.33333333333333,5.507570547286103
10216,2016-09-29,105,112,108.0,108.33333333333333,3.5118845842842483
10217,2016-09-29,149,164,162.0,158.33333333333334,8.144527815247077
10218,2016-09-29,103,121,119.0,114.33333333333333,9.865765724632496
10219,2016-09-29,48,59,58.0,55.0,6.082762530298219
10220,2016-09-29,98,114,102.0,104.66666666666667,8.326663997864529
10221,2016-09-29,99,121,110.0,110.0,11.0
10222,2016-09-29,141,160,157.0,152.66666666666666,10.21436896402971
10223,2016-09-29,105,127,115.0,115.66666666666667,11.015141094572204
10224,2016-09-29,42,51,50.0,47.666666666666664,4.932882862316246
10225,2016-09-29,111,130,122.0,121.0,9.539392014169456
10226,2016-09-29,101,121,114.0,112.0,10.14889156509222
10227,2016-09-29,145,172,148.0,155.0,14.798648586948742
10228,2016-09-29,123,136,131.0,130.0,6.557438524302
10229,2016-09-29,43,65,47.0,51.666666666666664,11.718930554164633
10230,2016-09-29,97,123,122.0,114.0,14.730919862656235
10231,2016-09-29,96,127,117.0,113.33333333333333,15.821925715074425
10232,2016-09-29,128,151,148.0,142.33333333333334,12.503332889007366
10233,2016-09-29,112,130,116.0,119.33333333333333,9.451631252505216
10234,2016-09-29,40,52,46.0,46.0,6.0
10235,2016-09-29,98,113,107.0,106.0,7.54983443527075
10236,2016-09-29,81,102,101.0,94.66666666666667,11.846237095944574
10237,2016-09-29,106,140,132.0,126.0,17.776388834631177
10238,2016-09-29,110,118,111.0,113.0,4.358898943540674
10239,2016-09-29,48,59,59.0,55.333333333333336,6.350852961085883
10240,2016-09-29,83,114,110.0,102.33333333333333,16.862186493255653
10241,2016-09-29,65,82,77.0,74.66666666666667,8.736894948054104
10242,2016-09-29,101,131,105.0,112.33333333333333,16.289055630494158
10243,2016-09-29,94,121,96.0,103.66666666666667,15.044378795195678
10244,2016-09-29,47,56,56.0,53.0,5.196152422706632
10245,2016-09-29,84,101,98.0,94.33333333333333,9.073771725877464
10246,2016-09-29,69,83,82.0,78.0,7.810249675906654
10247,2016-09-29,92,142,126.0,120.0,25.534290669607408
10248,2016-09-29,80,82,81.0,81.0,1.0
10249,2016-09-29,44,51,49.0,48.0,3.605551275463989
10250,2016-09-29,98,106,101.0,101.66666666666667,4.041451884327381
10251,2016-09-29,48,85,75.0,69.33333333333333,19.139836293274126
10252,2016-09-29,112,117,116.0,115.0,2.6457513110645907
10253,2016-09-29,91,97,91.0,93.0,3.4641016151377544
10254,2016-09-29,34,43,40.0,39.0,4.58257569495584
10255,2016-09-29,85,114,99.0,99.33333333333333,14.502873278538061
10256,2016-09-29,44,80,76.0,66.66666666666667,19.73153144926499
10257,2016-09-29,97,100,100.0,99.0,1.7320508075688772
10258,2016-09-29,77,102,93.0,90.66666666666667,12.662279942148386
10259,2016-09-29,27,39,28.0,31.333333333333332,6.6583281184793925
10260,2016-09-29,69,76,71.0,72.0,3.605551275463989
10261,2016-09-29,48,77,60.0,61.666666666666664,14.57166199626293
10262,2016-09-29,87,99,95.0,93.66666666666667,6.110100926607785
10263,2016-09-29,64,85,70.0,73.0,10.816653826391969
10264,2016-09-29,34,41,35.0,36.666666666666664,3.785938897200182
10265,2016-09-29,72,85,72.0,76.33333333333333,7.505553499465134
10266,2016-09-29,45,65,52.0,54.0,10.14889156509222
10267,2016-09-29,95,107,106.0,102.66666666666667,6.658328118479392
10268,2016-09-29,71,81,72.0,74.66666666666667,5.507570547286103
10269,2016-09-29,35,49,36.0,40.0,7.810249675906654
10270,2016-09-29,83,105,84.0,90.66666666666667,12.423096769056148
10271,2016-09-29,45,62,60.0,55.666666666666664,9.29157324317757
10272,2016-09-29,91,100,91.0,94.0,5.196152422706632
10273,2016-09-29,62,79,68.0,69.66666666666667,8.621678104251707
10274,2016-09-29,34,49,35.0,39.333333333333336,8.386497083606082
10275,2016-09-29,91,105,100.0,98.66666666666667,7.094598884597589
10276,2016-09-29,63,71,69.0,67.66666666666667,4.163331998932264
10277,2016-09-29,75,95,88.0,86.0,10.14889156509222
10278,2016-09-29,88,97,88.0,91.0,5.196152422706632
10279,2016-09-29,35,46,43.0,41.333333333333336,5.686240703077327
10280,2016-09-29,83,91,91.0,88.33333333333333,4.618802153517007
10281,2016-09-29,61,78,68.0,69.0,8.54400374531753
10282,2016-09-29,91,107,92.0,96.66666666666667,8.9628864398325
10283,2016-09-29,83,110,107.0,100.0,14.798648586948742
10284,2016-09-29,39,43,41.0,41.0,2.0
10285,2016-09-29,93,98,98.0,96.33333333333333,2.88675134594813
10286,2016-09-29,59,75,70.0,68.0,8.18535277187245
10287,2016-09-29,94,117,101.0,104.0,11.789826122551595
10288,2016-09-29,92,97,94.0,94.33333333333333,2.516611478423585
10289,2016-09-29,46,58,50.0,51.333333333333336,6.110100926607786
10290,2016-09-29,74,96,96.0,88.66666666666667,12.701705922171765
10291,2016-09-29,59,73,69.0,67.0,7.211102550927978
10292,2016-09-29,101,127,106.0,111.33333333333333,13.796134724383254
10293,2016-09-29,78,98,83.0,86.33333333333333,10.408329997330666
10294,2016-09-29,24,64,46.0,44.666666666666664,20.033305601755625
10295,2016-09-29,83,103,96.0,94.0,10.14889156509222
10296,2016-09-29,66,76,76.0,72.66666666666667,5.773502691896256
10297,2016-09-29,98,129,126.0,117.66666666666667,17.09775813764288
10298,2016-09-29,76,101,98.0,91.66666666666667,13.650396819628845
10299,2016-09-29,41,44,43.0,42.666666666666664,1.5275252316519474
10300,2016-09-29,77,120,111.0,102.66666666666667,22.6789182575654
10301,2016-09-29,75,80,75.0,76.66666666666667,2.886751345948127
10302,2016-09-29,102,111,103.0,105.33333333333333,4.932882862316246
10303,2016-09-29,95,115,102.0,104.0,10.14889156509222
10304,2016-09-29,44,58,48.0,50.0,7.211102550927978
10305,2016-09-29,73,120,78.0,90.33333333333333,25.813433195399124
10306,2016-09-29,61,86,66.0,71.0,13.228756555322953
10307,2016-09-29,110,133,125.0,122.66666666666667,11.676186592091332
10308,2016-09-29,83,108,98.0,96.33333333333333,12.583057392117917
10309,2016-09-29,41,51,43.0,45.0,5.291502622129181
10310,2016-09-29,66,92,90.0,82.66666666666667,14.468356276140469
10311,2016-09-29,67,81,68.0,72.0,7.810249675906654
10312,2016-09-29,104,138,110.0,117.33333333333333,18.147543451754935
10313,2016-09-29,78,84,83.0,81.66666666666667,3.2145502536643176
10314,2016-09-29,33,55,43.0,43.666666666666664,11.015141094572204
10315,2016-09-29,86,91,90.0,89.0,2.6457513110645907
10316,2016-09-29,64,83,83.0,76.66666666666667,10.969655114602888
10317,2016-09-29,82,98,96.0,92.0,8.717797887081348
10318,2016-09-29,83,116,105.0,101.33333333333333,16.802777548171413
10319,2016-09-29,48,61,53.0,54.0,6.557438524302
10320,2016-09-29,78,96,90.0,88.0,9.16515138991168
10321,2016-09-29,62,91,82.0,78.33333333333333,14.84362938547488
10322,2016-09-29,85,100,97.0,94.0,7.937253933193772
10323,2016-09-29,93,119,94.0,102.0,14.730919862656235
10324,2016-09-29,43,65,48.0,52.0,11.532562594670797
10325,2016-09-29,53,115,87.0,85.0,31.04834939252005
10326,2016-09-29,73,78,78.0,76.33333333333333,2.88675134594813
10327,2016-09-29,88,121,117.0,108.66666666666667,18.009256878986797
10328,2016-09-29,86,105,101.0,97.33333333333333,10.016652800877814
10329,2016-09-29,33,57,53.0,47.666666666666664,12.858201014657272
10330,2016-09-29,83,94,89.0,88.66666666666667,5.507570547286104
10331,2016-09-29,71,85,72.0,76.0,7.810249675906654
10332,2016-09-29,120,134,130.0,128.0,7.211102550927978
10333,2016-09-29,76,105,97.0,92.66666666666667,14.977761292440645
10334,2016-09-29,44,60,58.0,54.0,8.717797887081348
10335,2016-09-29,67,102,84.0,84.33333333333333,17.502380790433435
10336,2016-09-29,51,81,71.0,67.66666666666667,15.275252316519465
10337,2016-09-29,106,110,108.0,108.0,2.0
10338,2016-09-29,89,120,94.0,101.0,16.64331697709324
10339,2016-09-29,48,52,50.0,50.0,2.0
10340,2016-09-29,103,116,104.0,107.66666666666667,7.234178138070233
10341,2016-09-29,78,93,79.0,83.33333333333333,8.386497083606082
10342,2016-09-29,122,132,125.0,126.33333333333333,5.131601439446882
10343,2016-09-29,87,122,110.0,106.33333333333333,17.7857620959388
10344,2016-09-29,42,50,47.0,46.333333333333336,4.04145188432738
10345,2016-09-29,81,113,99.0,97.66666666666667,16.041612554021285
10346,2016-09-29,74,96,86.0,85.33333333333333,11.015141094572202
10347,2016-09-29,122,149,146.0,139.0,14.798648586948742
10348,2016-09-29,86,99,86.0,90.33333333333333,7.505553499465137
10349,2016-09-29,29,54,30.0,37.666666666666664,14.153915830374764
10350,2016-09-29,94,114,114.0,107.33333333333333,11.547005383792516
10351,2016-09-29,71,78,77.0,75.33333333333333,3.7859388972001833
10352,2016-09-29,105,131,114.0,116.66666666666667,13.203534880225574
10353,2016-09-29,78,96,88.0,87.33333333333333,9.018499505645789
10354,2016-09-29,30,45,36.0,37.0,7.54983443527075
10355,2016-09-29,91,102,94.0,95.66666666666667,5.686240703077328
10356,2016-09-29,70,80,76.0,75.33333333333333,5.033222956847168
10357,2016-09-29,110,123,122.0,118.33333333333333,7.234178138070236
10358,2016-09-29,86,107,96.0,96.33333333333333,10.503967504392486
10359,2016-09-29,30,39,33.0,34.0,4.58257569495584
10360,2016-09-29,113,130,120.0,121.0,8.54400374531753
10361,2016-09-29,70,80,71.0,73.66666666666667,5.5075705472861
10362,2016-09-29,90,117,113.0,106.66666666666667,14.571661996262929
10363,2016-09-29,78,111,105.0,98.0,17.578395831246947
10364,2016-09-29,22,34,26.0,27.333333333333332,6.110100926607787
10365,2016-09-29,53,81,77.0,70.33333333333333,15.143755588800728
10366,2016-09-29,70,83,73.0,75.33333333333333,6.8068592855540455
10367,2016-09-29,42,89,83.0,71.33333333333333,25.579940057266228
10368,2016-09-29,54,87,76.0,72.33333333333333,16.802777548171413
10369,2016-09-29,21,33,26.0,26.666666666666668,6.027713773341707
10370,2016-09-29,70,83,73.0,75.33333333333333,6.8068592855540455
10371,2016-09-29,63,70,67.0,66.66666666666667,3.5118845842842448
10372,2016-09-29,9,86,70.0,55.0,40.63249930782009
10373,2016-09-29,53,80,68.0,67.0,13.527749258468683
10374,2016-09-29,23,25,24.0,24.0,1.0
10375,2016-09-29,76,88,87.0,83.66666666666667,6.658328118479394
10376,2016-09-29,52,58,53.0,54.333333333333336,3.214550253664319
10377,2016-09-29,43,65,64.0,57.333333333333336,12.423096769056148
10378,2016-09-29,56,99,75.0,76.66666666666667,21.548395145191982
10379,2016-09-29,17,30,18.0,21.666666666666668,7.234178138070235
10380,2016-09-29,41,49,48.0,46.0,4.358898943540674
10381,2016-09-29,39,46,45.0,43.333333333333336,3.785938897200182
10382,2016-09-29,47,68,49.0,54.666666666666664,11.590225767142472
10383,2016-09-29,15,57,49.0,40.333333333333336,22.300971578236975
10384,2016-09-29,18,27,19.0,21.333333333333332,4.932882862316247
10385,2016-09-29,29,52,47.0,42.666666666666664,12.096831541082702
10386,2016-09-29,31,45,44.0,40.0,7.810249675906654
10387,2016-09-29,51,54,52.0,52.333333333333336,1.5275252316519474
10388,2016-09-29,37,72,57.0,55.333333333333336,17.55942292142123
10389,2016-09-29,21,33,22.0,25.333333333333332,6.6583281184793925
10390,2016-09-29,35,53,43.0,43.666666666666664,9.018499505645789
10391,2016-09-29,29,41,37.0,35.666666666666664,6.110100926607787
10392,2016-09-29,39,51,46.0,45.333333333333336,6.027713773341707
10393,2016-09-29,17,68,44.0,43.0,25.514701644346147
10394,2016-09-29,17,30,24.0,23.666666666666668,6.5064070986477125
10395,2016-09-29,34,46,43.0,41.0,6.244997998398398
10396,2016-09-29,25,44,30.0,33.0,9.848857801796104
10397,2016-09-29,49,65,50.0,54.666666666666664,8.962886439832502
10398,2016-09-29,19,50,44.0,37.666666666666664,16.441816606851365
10399,2016-09-29,16,18,18.0,17.333333333333332,1.1547005383792517
10400,2016-09-29,22,38,33.0,31.0,8.18535277187245
10401,2016-09-29,26,45,34.0,35.0,9.539392014169456
10402,2016-09-29,42,51,47.0,46.666666666666664,4.509249752822894
10403,2016-09-29,39,52,42.0,44.333333333333336,6.8068592855540455
10404,2016-09-29,18,21,18.0,19.0,1.7320508075688772
10405,2016-09-29,29,38,37.0,34.666666666666664,4.932882862316248
10406,2016-09-29,30,42,40.0,37.333333333333336,6.429100507328636
10407,2016-09-29,34,53,37.0,41.333333333333336,10.214368964029708
10408,2016-09-29,22,50,38.0,36.666666666666664,14.047538337136986
10409,2016-09-29,17,24,18.0,19.666666666666668,3.785938897200183
10410,2016-09-29,28,29,29.0,28.666666666666668,0.5773502691896255
10411,2016-09-29,18,28,26.0,24.0,5.291502622129181
10412,2016-09-29,37,65,41.0,47.666666666666664,15.14375558880073
10413,2016-09-29,18,38,32.0,29.333333333333332,10.263202878893768
10414,2016-09-29,16,18,18.0,17.333333333333332,1.1547005383792517
10415,2016-09-29,20,32,23.0,25.0,6.244997998398398
10416,2016-09-29,25,43,28.0,32.0,9.643650760992955
10417,2016-09-29,27,43,31.0,33.666666666666664,8.32666399786453
10418,2016-09-29,29,43,35.0,35.666666666666664,7.023769168568492
10419,2016-09-29,16,20,17.0,17.666666666666668,2.081665999466133
10420,2016-09-29,24,31,25.0,26.666666666666668,3.785938897200183
10421,2016-09-29,16,41,27.0,28.0,12.529964086141668
10422,2016-09-29,27,32,32.0,30.333333333333332,2.886751345948128
10423,2016-09-29,28,45,36.0,36.333333333333336,8.504900548115382
10424,2016-09-29,9,15,9.0,11.0,3.4641016151377544
10425,2016-09-29,15,24,21.0,20.0,4.58257569495584
10426,2016-09-29,17,26,20.0,21.0,4.58257569495584
10427,2016-09-29,23,27,26.0,25.333333333333332,2.081665999466132
10428,2016-09-29,19,36,27.0,27.333333333333332,8.504900548115383
10429,2016-09-29,7,11,11.0,9.666666666666666,2.3094010767585034
10430,2016-09-29,19,35,26.0,26.666666666666668,8.020806277010644
10431,2016-09-29,13,22,13.0,16.0,5.196152422706632
10432,2016-09-29,22,24,23.0,23.0,1.0
10433,2016-09-29,15,33,24.0,24.0,9.0
10434,2016-09-29,6,7,7.0,6.666666666666667,0.5773502691896258
10435,2016-09-29,23,25,25.0,24.333333333333332,1.1547005383792517
10436,2016-09-29,12,18,15.0,15.0,3.0
10437,2016-09-29,17,21,17.0,18.333333333333332,2.309401076758503
10438,2016-09-29,20,25,22.0,22.333333333333332,2.5166114784235836
10439,2016-09-29,2,3,3.0,2.6666666666666665,0.5773502691896258
10440,2016-09-29,9,18,14.0,13.666666666666666,4.509249752822894
10441,2016-09-29,6,26,12.0,14.666666666666666,10.263202878893768
10442,2016-09-29,4,27,13.0,14.666666666666666,11.590225767142474
10443,2016-09-29,13,15,15.0,14.333333333333334,1.1547005383792515
10444,2016-09-29,5,11,6.0,7.333333333333333,3.2145502536643185
10445,2016-09-29,11,13,11.0,11.666666666666666,1.1547005383792515
10446,2016-09-29,11,21,11.0,14.333333333333334,5.773502691896258
10447,2016-09-29,7,19,15.0,13.666666666666666,6.110100926607787
10448,2016-09-29,12,15,13.0,13.333333333333334,1.5275252316519465
10449,2016-09-29,5,9,8.0,7.333333333333333,2.081665999466133
