,am_pm,date,day,desvio_padrao_am_pm,desvio_padrao_hora_dia,desvio_padrao_weekday,direction,hour,max_volume_dia_am_pm,max_volume_hora_dia,max_volume_weekday,media_volume_dia_am_pm,media_volume_hora_dia,media_volume_weekday,mediana_volume_dia_am_pm,mediana_volume_hora_dia,mediana_volume_weekday,min_volume_dia_am_pm,min_volume_hora_dia,min_volume_weekday,minute,time,time_window,tollgate_id,volume,volume_anterior,volume_anterior_2,week,weekend
3259,1,2016-10-12,12,45.93959975224888,11.676186592091328,3.5355339059327378,0,6,130,49,37,41.694444444444436,36.333333333333336,34.5,22.0,34.0,34.5,0,26,32,,2016-10-12 06:45:00,"[06:45:00,07:05:00)",2,49,26.0,34.0,3,0
3260,1,2016-10-12,12,45.93959975224888,16.62327685305558,5.656854249492381,0,7,130,126,64,41.694444444444436,108.33333333333331,60.0,22.0,106.0,60.0,0,93,56,,2016-10-12 07:05:00,"[07:05:00,07:25:00)",2,106,49.0,26.0,3,0
3261,1,2016-10-12,12,45.93959975224888,16.62327685305558,11.31370849898476,0,7,130,126,97,41.694444444444436,108.33333333333331,89.0,22.0,106.0,89.0,0,93,81,,2016-10-12 07:25:00,"[07:25:00,07:45:00)",2,93,106.0,49.0,3,0
3262,1,2016-10-12,12,45.93959975224888,16.62327685305558,11.31370849898476,0,7,130,126,129,41.694444444444436,108.33333333333331,121.0,22.0,106.0,121.0,0,93,113,,2016-10-12 07:45:00,"[07:45:00,08:05:00)",2,126,93.0,106.0,3,0
3329,1,2016-10-13,13,47.52766111885342,16.643316977093242,2.8284271247461903,0,6,137,63,15,45.91666666666666,51.0,13.0,28.5,58.0,13.0,0,32,11,,2016-10-13 06:05:00,"[06:05:00,06:25:00)",2,32,13.0,20.0,4,0
3330,1,2016-10-13,13,47.52766111885342,16.643316977093242,9.899494936611664,0,6,137,63,32,45.91666666666666,51.0,25.0,28.5,58.0,25.0,0,32,18,,2016-10-13 06:25:00,"[06:25:00,06:45:00)",2,58,32.0,13.0,4,0
3331,1,2016-10-13,13,47.52766111885342,16.643316977093242,3.5355339059327378,0,6,137,63,39,45.91666666666666,51.0,36.5,28.5,58.0,36.5,0,32,34,,2016-10-13 06:45:00,"[06:45:00,07:05:00)",2,63,58.0,32.0,4,0
3332,1,2016-10-13,13,47.52766111885342,16.258331197676267,2.8284271247461903,0,7,137,137,60,45.91666666666666,118.66666666666669,58.0,28.5,113.0,58.0,0,106,56,,2016-10-13 07:05:00,"[07:05:00,07:25:00)",2,106,63.0,58.0,4,0
3333,1,2016-10-13,13,47.52766111885342,16.258331197676267,9.192388155425117,0,7,137,137,84,45.91666666666666,118.66666666666669,77.5,28.5,113.0,77.5,0,106,71,,2016-10-13 07:25:00,"[07:25:00,07:45:00)",2,113,106.0,63.0,4,0
3334,1,2016-10-13,13,47.52766111885342,16.258331197676267,25.45584412271571,0,7,137,137,124,45.91666666666666,118.66666666666669,106.0,28.5,113.0,106.0,0,106,88,,2016-10-13 07:45:00,"[07:45:00,08:05:00)",2,137,113.0,106.0,4,0
3401,1,2016-10-14,14,47.951529760261096,12.503332889007368,0.7071067811865476,0,6,134,54,19,45.72222222222222,41.66666666666666,18.5,23.5,42.0,18.5,0,29,18,,2016-10-14 06:05:00,"[06:05:00,06:25:00)",2,29,18.0,14.0,5,0
3402,1,2016-10-14,14,47.951529760261096,12.503332889007368,5.656854249492381,0,6,134,54,26,45.72222222222222,41.66666666666666,22.0,23.5,42.0,22.0,0,29,18,,2016-10-14 06:25:00,"[06:25:00,06:45:00)",2,42,29.0,18.0,5,0
3403,1,2016-10-14,14,47.951529760261096,12.503332889007368,7.071067811865476,0,6,134,54,37,45.72222222222222,41.66666666666666,32.0,23.5,42.0,32.0,0,29,27,,2016-10-14 06:45:00,"[06:45:00,07:05:00)",2,54,42.0,29.0,5,0
3404,1,2016-10-14,14,47.951529760261096,11.135528725660043,1.4142135623730951,0,7,134,114,55,45.72222222222222,104.0,54.0,23.5,106.0,54.0,0,92,53,,2016-10-14 07:05:00,"[07:05:00,07:25:00)",2,92,54.0,42.0,5,0
3405,1,2016-10-14,14,47.951529760261096,11.135528725660043,6.363961030678928,0,7,134,114,77,45.72222222222222,104.0,72.5,23.5,106.0,72.5,0,92,68,,2016-10-14 07:25:00,"[07:25:00,07:45:00)",2,106,92.0,54.0,5,0
3406,1,2016-10-14,14,47.951529760261096,11.135528725660043,24.748737341529164,0,7,134,114,113,45.72222222222222,104.0,95.5,23.5,106.0,95.5,0,92,78,,2016-10-14 07:45:00,"[07:45:00,08:05:00)",2,114,106.0,92.0,5,0
3473,1,2016-10-15,15,46.77979485150834,14.468356276140465,0.7071067811865476,0,6,130,26,19,39.77777777777778,9.333333333333334,18.5,11.0,2.0,18.5,0,0,18,,2016-10-15 06:05:00,"[06:05:00,06:25:00)",2,26,19.0,18.0,6,1
3474,1,2016-10-15,15,46.77979485150834,14.468356276140465,0.7071067811865476,0,6,130,26,32,39.77777777777778,9.333333333333334,31.5,11.0,2.0,31.5,0,0,31,,2016-10-15 06:25:00,"[06:25:00,06:45:00)",2,2,26.0,19.0,6,1
3475,1,2016-10-15,15,46.77979485150834,14.468356276140465,2.1213203435596424,0,6,130,26,45,39.77777777777778,9.333333333333334,43.5,11.0,2.0,43.5,0,0,42,,2016-10-15 06:45:00,"[06:45:00,07:05:00)",2,0,2.0,26.0,6,1
3476,1,2016-10-15,15,46.77979485150834,44.162578427140474,14.142135623730953,0,7,130,81,75,39.77777777777778,50.66666666666666,65.0,11.0,71.0,65.0,0,0,55,,2016-10-15 07:05:00,"[07:05:00,07:25:00)",2,0,0.0,2.0,6,1
3477,1,2016-10-15,15,46.77979485150834,44.162578427140474,14.849242404917495,0,7,130,81,102,39.77777777777778,50.66666666666666,91.5,11.0,71.0,91.5,0,0,81,,2016-10-15 07:25:00,"[07:25:00,07:45:00)",2,71,0.0,0.0,6,1
3478,1,2016-10-15,15,46.77979485150834,44.162578427140474,9.192388155425117,0,7,130,81,154,39.77777777777778,50.66666666666666,147.5,11.0,71.0,147.5,0,0,141,,2016-10-15 07:45:00,"[07:45:00,08:05:00)",2,81,71.0,0.0,6,1
3545,1,2016-10-16,16,39.31286796077828,5.507570547286101,0.7071067811865476,0,6,105,30,13,37.388888888888886,26.33333333333333,12.5,20.5,29.0,12.5,0,20,12,,2016-10-16 06:05:00,"[06:05:00,06:25:00)",2,20,21.0,11.0,7,1
3546,1,2016-10-16,16,39.31286796077828,5.507570547286101,2.8284271247461903,0,6,105,30,26,37.388888888888886,26.33333333333333,24.0,20.5,29.0,24.0,0,20,22,,2016-10-16 06:25:00,"[06:25:00,06:45:00)",2,29,20.0,21.0,7,1
3547,1,2016-10-16,16,39.31286796077828,5.507570547286101,2.8284271247461903,0,6,105,30,31,37.388888888888886,26.33333333333333,29.0,20.5,29.0,29.0,0,20,27,,2016-10-16 06:45:00,"[06:45:00,07:05:00)",2,30,29.0,20.0,7,1
3548,1,2016-10-16,16,39.31286796077828,9.451631252505216,1.4142135623730951,0,7,105,70,48,37.388888888888886,59.33333333333334,47.0,20.5,56.0,47.0,0,52,46,,2016-10-16 07:05:00,"[07:05:00,07:25:00)",2,52,30.0,29.0,7,1
3549,1,2016-10-16,16,39.31286796077828,9.451631252505216,1.4142135623730951,0,7,105,70,94,37.388888888888886,59.33333333333334,93.0,20.5,56.0,93.0,0,52,92,,2016-10-16 07:25:00,"[07:25:00,07:45:00)",2,70,52.0,30.0,7,1
3550,1,2016-10-16,16,39.31286796077828,9.451631252505216,12.727922061357855,0,7,105,70,133,37.388888888888886,59.33333333333334,124.0,20.5,56.0,124.0,0,52,115,,2016-10-16 07:45:00,"[07:45:00,08:05:00)",2,56,70.0,52.0,7,1
3617,1,2016-10-17,17,46.437430168291186,9.16515138991168,8.48528137423857,0,6,136,54,22,43.72222222222222,46.0,16.0,29.5,48.0,16.0,0,36,10,,2016-10-17 06:05:00,"[06:05:00,06:25:00)",2,36,23.0,18.0,1,0
3618,1,2016-10-17,17,46.437430168291186,9.16515138991168,3.5355339059327378,0,6,136,54,24,43.72222222222222,46.0,21.5,29.5,48.0,21.5,0,36,19,,2016-10-17 06:25:00,"[06:25:00,06:45:00)",2,54,36.0,23.0,1,0
3619,1,2016-10-17,17,46.437430168291186,9.16515138991168,5.656854249492381,0,6,136,54,35,43.72222222222222,46.0,31.0,29.5,48.0,31.0,0,36,27,,2016-10-17 06:45:00,"[06:45:00,07:05:00)",2,48,54.0,36.0,1,0
3620,1,2016-10-17,17,46.437430168291186,14.294521094927712,4.242640687119285,0,7,136,128,52,43.72222222222222,115.66666666666669,49.0,29.5,119.0,49.0,0,100,46,,2016-10-17 07:05:00,"[07:05:00,07:25:00)",2,100,48.0,54.0,1,0
3621,1,2016-10-17,17,46.437430168291186,14.294521094927712,4.949747468305833,0,7,136,128,100,43.72222222222222,115.66666666666669,96.5,29.5,119.0,96.5,0,100,93,,2016-10-17 07:25:00,"[07:25:00,07:45:00)",2,128,100.0,48.0,1,0
3622,1,2016-10-17,17,46.437430168291186,14.294521094927712,5.656854249492381,0,7,136,128,133,43.72222222222222,115.66666666666669,129.0,29.5,119.0,129.0,0,100,125,,2016-10-17 07:45:00,"[07:45:00,08:05:00)",2,119,128.0,100.0,1,0
3689,1,2016-10-18,18,42.497394878140135,14.364307617610164,4.242640687119285,0,6,134,59,22,40.16666666666666,42.66666666666666,19.0,26.5,37.0,19.0,0,32,16,,2016-10-18 06:05:00,"[06:05:00,06:25:00)",2,32,16.0,21.0,2,0
3690,1,2016-10-18,18,42.497394878140135,14.364307617610164,2.1213203435596424,0,6,134,59,22,40.16666666666666,42.66666666666666,20.5,26.5,37.0,20.5,0,32,19,,2016-10-18 06:25:00,"[06:25:00,06:45:00)",2,37,32.0,16.0,2,0
3691,1,2016-10-18,18,42.497394878140135,14.364307617610164,2.1213203435596424,0,6,134,59,29,40.16666666666666,42.66666666666666,27.5,26.5,37.0,27.5,0,32,26,,2016-10-18 06:45:00,"[06:45:00,07:05:00)",2,59,37.0,32.0,2,0
3692,1,2016-10-18,18,42.497394878140135,15.534906930308056,9.192388155425117,0,7,134,109,57,40.16666666666666,91.66666666666669,50.5,26.5,87.0,50.5,0,79,44,,2016-10-18 07:05:00,"[07:05:00,07:25:00)",2,79,59.0,37.0,2,0
3693,1,2016-10-18,18,42.497394878140135,15.534906930308056,2.1213203435596424,0,7,134,109,89,40.16666666666666,91.66666666666669,87.5,26.5,87.0,87.5,0,79,86,,2016-10-18 07:25:00,"[07:25:00,07:45:00)",2,87,79.0,59.0,2,0
3694,1,2016-10-18,18,42.497394878140135,15.534906930308056,16.97056274847714,0,7,134,109,126,40.16666666666666,91.66666666666669,114.0,26.5,87.0,114.0,0,79,102,,2016-10-18 07:45:00,"[07:45:00,08:05:00)",2,109,87.0,79.0,2,0
3761,1,2016-10-19,19,42.18017607266625,7.607014306984488,4.949747468305833,0,6,137,47,21,39.958333333333336,39.333333333333336,17.5,25.5,42.0,17.5,0,29,14,,2016-10-19 06:05:00,"[06:05:00,06:25:00)",2,29,22.0,16.0,3,0
3762,1,2016-10-19,19,42.18017607266625,7.607014306984488,0.0,0,6,137,47,22,39.958333333333336,39.333333333333336,22.0,25.5,42.0,22.0,0,29,22,,2016-10-19 06:25:00,"[06:25:00,06:45:00)",2,45,29.0,22.0,3,0
3763,1,2016-10-19,19,42.18017607266625,7.607014306984488,3.5355339059327378,0,6,137,47,37,39.958333333333336,39.333333333333336,34.5,25.5,42.0,34.5,0,29,32,,2016-10-19 06:45:00,"[06:45:00,07:05:00)",2,47,45.0,29.0,3,0
3764,1,2016-10-19,19,42.18017607266625,8.90879715038269,5.656854249492381,0,7,137,106,64,39.958333333333336,95.16666666666669,60.0,25.5,96.0,60.0,0,84,56,,2016-10-19 07:05:00,"[07:05:00,07:25:00)",2,106,47.0,45.0,3,0
3765,1,2016-10-19,19,42.18017607266625,8.90879715038269,11.31370849898476,0,7,137,106,97,39.958333333333336,95.16666666666669,89.0,25.5,96.0,89.0,0,84,81,,2016-10-19 07:25:00,"[07:25:00,07:45:00)",2,94,106.0,47.0,3,0
3766,1,2016-10-19,19,42.18017607266625,8.90879715038269,11.31370849898476,0,7,137,106,129,39.958333333333336,95.16666666666669,121.0,25.5,96.0,121.0,0,84,113,,2016-10-19 07:45:00,"[07:45:00,08:05:00)",2,103,94.0,106.0,3,0
3833,1,2016-10-20,20,42.48013205862607,14.891832213218985,2.309401076758503,0,6,123,64,10,39.875,38.16666666666666,8.666666666666666,25.5,33.0,10.0,0,25,6,,2016-10-20 06:05:00,"[06:05:00,06:25:00)",2,25,15.0,11.0,4,0
3834,1,2016-10-20,20,42.48013205862607,14.891832213218985,2.6457513110645907,0,6,123,64,6,39.875,38.16666666666666,3.0,25.5,33.0,2.0,0,25,1,,2016-10-20 06:25:00,"[06:25:00,06:45:00)",2,28,25.0,15.0,4,0
3835,1,2016-10-20,20,42.48013205862607,14.891832213218985,3.2145502536643185,0,6,123,64,11,39.875,38.16666666666666,7.333333333333332,25.5,33.0,6.0,0,25,5,,2016-10-20 06:45:00,"[06:45:00,07:05:00)",2,46,28.0,25.0,4,0
3836,1,2016-10-20,20,42.48013205862607,11.303391821336934,0.0,0,7,123,106,11,39.875,91.83333333333331,11.0,25.5,91.0,11.0,0,79,11,,2016-10-20 07:05:00,"[07:05:00,07:25:00)",2,79,46.0,28.0,4,0
3837,1,2016-10-20,20,42.48013205862607,11.303391821336934,2.6457513110645907,0,7,123,106,15,39.875,91.83333333333331,13.0,25.5,91.0,14.0,0,79,10,,2016-10-20 07:25:00,"[07:25:00,07:45:00)",2,106,79.0,46.0,4,0
3838,1,2016-10-20,20,42.48013205862607,11.303391821336934,7.505553499465135,0,7,123,106,26,39.875,91.83333333333331,18.33333333333333,25.5,91.0,18.0,0,79,11,,2016-10-20 07:45:00,"[07:45:00,08:05:00)",2,102,106.0,79.0,4,0
3905,1,2016-10-21,21,36.899135028943356,11.430952132988164,4.0414518843273814,0,6,127,38,19,32.44444444444444,19.666666666666668,15.333333333333336,13.0,18.0,16.0,0,8,11,,2016-10-21 06:05:00,"[06:05:00,06:25:00)",2,20,18.0,17.0,5,0
3906,1,2016-10-21,21,36.899135028943356,11.430952132988164,2.081665999466133,0,6,127,38,7,32.44444444444444,19.666666666666668,5.333333333333333,13.0,18.0,6.0,0,8,3,,2016-10-21 06:25:00,"[06:25:00,06:45:00)",2,27,20.0,18.0,5,0
3907,1,2016-10-21,21,36.899135028943356,11.430952132988164,3.4641016151377544,0,6,127,38,11,32.44444444444444,19.666666666666668,7.0,13.0,18.0,5.0,0,8,5,,2016-10-21 06:45:00,"[06:45:00,07:05:00)",2,38,27.0,20.0,5,0
3908,1,2016-10-21,21,36.899135028943356,23.250089605562096,0.5773502691896258,0,7,127,93,9,32.44444444444444,63.16666666666666,8.333333333333334,13.0,62.0,8.0,0,37,8,,2016-10-21 07:05:00,"[07:05:00,07:25:00)",2,80,38.0,27.0,5,0
3909,1,2016-10-21,21,36.899135028943356,23.250089605562096,5.507570547286101,0,7,127,93,20,32.44444444444444,63.16666666666666,14.666666666666664,13.0,62.0,15.0,0,37,9,,2016-10-21 07:25:00,"[07:25:00,07:45:00)",2,78,80.0,38.0,5,0
3910,1,2016-10-21,21,36.899135028943356,23.250089605562096,6.110100926607786,0,7,127,93,27,32.44444444444444,63.16666666666666,21.66666666666667,13.0,62.0,23.0,0,37,15,,2016-10-21 07:45:00,"[07:45:00,08:05:00)",2,93,78.0,80.0,5,0
3977,1,2016-10-22,22,36.111156855634924,9.521904571390467,3.5118845842842465,0,6,114,42,16,34.388888888888886,30.66666666666667,12.333333333333336,23.5,30.0,12.0,0,15,9,,2016-10-22 06:05:00,"[06:05:00,06:25:00)",2,15,16.0,6.0,6,1
3978,1,2016-10-22,22,36.111156855634924,9.521904571390467,10.016652800877813,0,6,114,42,23,34.388888888888886,30.66666666666667,11.666666666666664,23.5,30.0,8.0,0,15,4,,2016-10-22 06:25:00,"[06:25:00,06:45:00)",2,29,15.0,16.0,6,1
3979,1,2016-10-22,22,36.111156855634924,9.521904571390467,9.451631252505216,0,6,114,42,24,34.388888888888886,30.66666666666667,16.666666666666668,23.5,30.0,20.0,0,15,6,,2016-10-22 06:45:00,"[06:45:00,07:05:00)",2,39,29.0,15.0,6,1
3980,1,2016-10-22,22,36.111156855634924,25.287678158871497,10.016652800877813,0,7,114,95,28,34.388888888888886,66.66666666666667,17.666666666666668,23.5,66.0,17.0,0,30,8,,2016-10-22 07:05:00,"[07:05:00,07:25:00)",2,30,39.0,29.0,6,1
3981,1,2016-10-22,22,36.111156855634924,25.287678158871497,16.19670748434179,0,7,114,95,39,34.388888888888886,66.66666666666667,28.66666666666667,23.5,66.0,37.0,0,30,10,,2016-10-22 07:25:00,"[07:25:00,07:45:00)",2,57,30.0,39.0,6,1
3982,1,2016-10-22,22,36.111156855634924,25.287678158871497,17.349351572897472,0,7,114,95,48,34.388888888888886,66.66666666666667,37.0,23.5,66.0,46.0,0,30,17,,2016-10-22 07:45:00,"[07:45:00,08:05:00)",2,51,57.0,30.0,6,1
4049,1,2016-10-23,23,35.76173106060029,16.920401886480118,2.516611478423584,0,6,109,54,13,33.166666666666664,30.5,10.666666666666666,18.0,32.5,11.0,0,6,8,,2016-10-23 06:05:00,"[06:05:00,06:25:00)",2,6,10.0,18.0,7,1
4050,1,2016-10-23,23,35.76173106060029,16.920401886480118,0.5773502691896257,0,6,109,54,5,33.166666666666664,30.5,4.333333333333333,18.0,32.5,4.0,0,6,4,,2016-10-23 06:25:00,"[06:25:00,06:45:00)",2,18,6.0,10.0,7,1
4051,1,2016-10-23,23,35.76173106060029,16.920401886480118,1.5275252316519468,0,6,109,54,5,33.166666666666664,30.5,3.6666666666666665,18.0,32.5,4.0,0,6,2,,2016-10-23 06:45:00,"[06:45:00,07:05:00)",2,29,18.0,6.0,7,1
4052,1,2016-10-23,23,35.76173106060029,33.76043048698678,1.7320508075688772,0,7,109,100,6,33.166666666666664,65.83333333333333,4.0,18.0,66.0,3.0,0,29,3,,2016-10-23 07:05:00,"[07:05:00,07:25:00)",2,29,29.0,18.0,7,1
4053,1,2016-10-23,23,35.76173106060029,33.76043048698678,7.937253933193773,0,7,109,100,20,33.166666666666664,65.83333333333333,11.0,18.0,66.0,8.0,0,29,5,,2016-10-23 07:25:00,"[07:25:00,07:45:00)",2,36,29.0,29.0,7,1
4054,1,2016-10-23,23,35.76173106060029,33.76043048698678,2.8867513459481287,0,7,109,100,16,33.166666666666664,65.83333333333333,12.666666666666664,18.0,66.0,11.0,0,29,11,,2016-10-23 07:45:00,"[07:45:00,08:05:00)",2,41,36.0,29.0,7,1
4121,1,2016-10-24,24,42.30358275892246,11.639014849490767,5.131601439446884,0,6,125,62,18,40.888888888888886,39.66666666666666,13.666666666666664,29.5,36.5,15.0,0,30,8,,2016-10-24 06:05:00,"[06:05:00,06:25:00)",2,30,29.0,23.0,1,0
4122,1,2016-10-24,24,42.30358275892246,11.639014849490767,0.5773502691896257,0,6,125,62,4,40.888888888888886,39.66666666666666,3.6666666666666665,29.5,36.5,4.0,0,30,3,,2016-10-24 06:25:00,"[06:25:00,06:45:00)",2,35,30.0,29.0,1,0
4123,1,2016-10-24,24,42.30358275892246,11.639014849490767,2.0816659994661326,0,6,125,62,7,40.888888888888886,39.66666666666666,4.666666666666667,29.5,36.5,4.0,0,30,3,,2016-10-24 06:45:00,"[06:45:00,07:05:00)",2,62,35.0,30.0,1,0
4124,1,2016-10-24,24,42.30358275892246,30.095957646612053,0.5773502691896258,0,7,125,121,8,40.888888888888886,92.16666666666669,7.666666666666668,29.5,100.5,8.0,0,45,7,,2016-10-24 07:05:00,"[07:05:00,07:25:00)",2,110,62.0,35.0,1,0
4125,1,2016-10-24,24,42.30358275892246,30.095957646612053,2.0816659994661326,0,7,125,121,15,40.888888888888886,92.16666666666669,13.333333333333336,29.5,100.5,14.0,0,45,11,,2016-10-24 07:25:00,"[07:25:00,07:45:00)",2,117,110.0,62.0,1,0
4126,1,2016-10-24,24,42.30358275892246,30.095957646612053,1.5275252316519472,0,7,125,121,21,40.888888888888886,92.16666666666669,19.33333333333333,29.5,100.5,19.0,0,45,18,,2016-10-24 07:45:00,"[07:45:00,08:05:00)",2,121,117.0,110.0,1,0
4192,1,2016-09-19,19,56.89920356382137,21.750095785229696,2.081665999466133,0,6,172,85,12,64.875,58.66666666666666,10.333333333333334,30.0,57.5,11.0,9,29,8,,2016-09-19 06:05:00,"[06:05:00,06:25:00)",3,42,31.0,18.0,1,0
4193,1,2016-09-19,19,56.89920356382137,21.750095785229696,5.507570547286101,0,6,172,85,19,64.875,58.66666666666666,13.666666666666664,30.0,57.5,14.0,9,29,8,,2016-09-19 06:25:00,"[06:25:00,06:45:00)",3,55,42.0,31.0,1,0
4194,1,2016-09-19,19,56.89920356382137,21.750095785229696,2.516611478423584,0,6,172,85,7,64.875,58.66666666666666,4.333333333333333,30.0,57.5,4.0,9,29,2,,2016-09-19 06:45:00,"[06:45:00,07:05:00)",3,81,55.0,42.0,1,0
4195,1,2016-09-19,19,56.89920356382137,15.479018056711476,2.6457513110645907,0,7,172,163,9,64.875,140.0,6.0,30.0,138.0,5.0,9,119,4,,2016-09-19 07:05:00,"[07:05:00,07:25:00)",3,141,81.0,55.0,1,0
4196,1,2016-09-19,19,56.89920356382137,15.479018056711476,1.1547005383792517,0,7,172,163,9,64.875,140.0,7.666666666666668,30.0,138.0,7.0,9,119,7,,2016-09-19 07:25:00,"[07:25:00,07:45:00)",3,119,141.0,81.0,1,0
4197,1,2016-09-19,19,56.89920356382137,15.479018056711476,3.055050463303893,0,7,172,163,14,64.875,140.0,11.333333333333336,30.0,138.0,12.0,9,119,8,,2016-09-19 07:45:00,"[07:45:00,08:05:00)",3,163,119.0,141.0,1,0
4264,1,2016-09-20,20,55.58160089789117,25.1137412585222,2.309401076758503,0,6,172,92,14,64.40277777777777,58.5,11.333333333333336,29.0,53.0,10.0,6,31,10,,2016-09-20 06:05:00,"[06:05:00,06:25:00)",3,31,26.0,12.0,2,0
4265,1,2016-09-20,20,55.58160089789117,25.1137412585222,2.0,0,6,172,92,15,64.40277777777777,58.5,13.0,29.0,53.0,13.0,6,31,11,,2016-09-20 06:25:00,"[06:25:00,06:45:00)",3,48,31.0,26.0,2,0
4266,1,2016-09-20,20,55.58160089789117,25.1137412585222,2.0,0,6,172,92,5,64.40277777777777,58.5,3.0,29.0,53.0,3.0,6,31,1,,2016-09-20 06:45:00,"[06:45:00,07:05:00)",3,92,48.0,31.0,2,0
4267,1,2016-09-20,20,55.58160089789117,9.939818911831342,3.2145502536643185,0,7,172,142,9,64.40277777777777,129.0,6.666666666666668,29.0,131.5,8.0,6,113,3,,2016-09-20 07:05:00,"[07:05:00,07:25:00)",3,133,92.0,48.0,2,0
4268,1,2016-09-20,20,55.58160089789117,9.939818911831342,1.5275252316519468,0,7,172,142,10,64.40277777777777,129.0,8.666666666666666,29.0,131.5,9.0,6,113,7,,2016-09-20 07:25:00,"[07:25:00,07:45:00)",3,130,133.0,92.0,2,0
4269,1,2016-09-20,20,55.58160089789117,9.939818911831342,4.0414518843273814,0,7,172,142,11,64.40277777777777,129.0,6.666666666666668,29.0,131.5,6.0,6,113,3,,2016-09-20 07:45:00,"[07:45:00,08:05:00)",3,142,130.0,133.0,2,0
4336,1,2016-09-21,21,54.7696770794437,27.47180372673043,1.5275252316519463,0,6,163,100,14,63.47222222222222,57.5,12.666666666666664,25.0,55.5,13.0,7,24,11,,2016-09-21 06:05:00,"[06:05:00,06:25:00)",3,35,24.0,22.0,3,0
4337,1,2016-09-21,21,54.7696770794437,27.47180372673043,2.309401076758503,0,6,163,100,10,63.47222222222222,57.5,8.666666666666666,25.0,55.5,10.0,7,24,6,,2016-09-21 06:25:00,"[06:25:00,06:45:00)",3,52,35.0,24.0,3,0
4338,1,2016-09-21,21,54.7696770794437,27.47180372673043,2.6457513110645907,0,6,163,100,6,63.47222222222222,57.5,3.0,25.0,55.5,2.0,7,24,1,,2016-09-21 06:45:00,"[06:45:00,07:05:00)",3,100,52.0,35.0,3,0
4339,1,2016-09-21,21,54.7696770794437,21.35805858842668,3.2145502536643185,0,7,163,163,11,63.47222222222222,138.83333333333334,7.333333333333332,25.0,141.5,6.0,7,109,5,,2016-09-21 07:05:00,"[07:05:00,07:25:00)",3,133,100.0,52.0,3,0
4340,1,2016-09-21,21,54.7696770794437,21.35805858842668,0.0,0,7,163,163,11,63.47222222222222,138.83333333333334,11.0,25.0,141.5,11.0,7,109,11,,2016-09-21 07:25:00,"[07:25:00,07:45:00)",3,109,133.0,100.0,3,0
4341,1,2016-09-21,21,54.7696770794437,21.35805858842668,2.6457513110645907,0,7,163,163,15,63.47222222222222,138.83333333333334,13.0,25.0,141.5,14.0,7,109,10,,2016-09-21 07:45:00,"[07:45:00,08:05:00)",3,157,109.0,133.0,3,0
4408,1,2016-09-22,22,50.08618550150098,23.45847394866085,4.58257569495584,0,6,169,89,16,58.77777777777778,49.5,12.0,26.5,48.5,13.0,5,25,7,,2016-09-22 06:05:00,"[06:05:00,06:25:00)",3,29,22.0,22.0,4,0
4409,1,2016-09-22,22,50.08618550150098,23.45847394866085,4.0414518843273814,0,6,169,89,19,58.77777777777778,49.5,15.333333333333336,26.5,48.5,16.0,5,25,11,,2016-09-22 06:25:00,"[06:25:00,06:45:00)",3,57,29.0,22.0,4,0
4410,1,2016-09-22,22,50.08618550150098,23.45847394866085,2.081665999466133,0,6,169,89,7,58.77777777777778,49.5,5.333333333333333,26.5,48.5,6.0,5,25,3,,2016-09-22 06:45:00,"[06:45:00,07:05:00)",3,89,57.0,29.0,4,0
4411,1,2016-09-22,22,50.08618550150098,25.657357619209343,3.4641016151377544,0,7,169,144,11,58.77777777777778,107.5,7.0,26.5,103.5,5.0,5,84,5,,2016-09-22 07:05:00,"[07:05:00,07:25:00)",3,126,89.0,57.0,4,0
4412,1,2016-09-22,22,50.08618550150098,25.657357619209343,0.5773502691896258,0,7,169,144,9,58.77777777777778,107.5,8.333333333333334,26.5,103.5,8.0,5,84,8,,2016-09-22 07:25:00,"[07:25:00,07:45:00)",3,119,126.0,89.0,4,0
4413,1,2016-09-22,22,50.08618550150098,25.657357619209343,5.507570547286101,0,7,169,144,20,58.77777777777778,107.5,14.666666666666664,26.5,103.5,15.0,5,84,9,,2016-09-22 07:45:00,"[07:45:00,08:05:00)",3,144,119.0,126.0,4,0
4480,1,2016-09-23,23,49.095860927886676,20.87742001940533,3.2145502536643185,0,6,170,81,13,55.180555555555564,45.33333333333334,9.333333333333334,24.5,39.0,8.0,3,20,7,,2016-09-23 06:05:00,"[06:05:00,06:25:00)",3,37,22.0,21.0,5,0
4481,1,2016-09-23,23,49.095860927886676,20.87742001940533,3.5118845842842465,0,6,170,81,16,55.180555555555564,45.33333333333334,12.333333333333336,24.5,39.0,12.0,3,20,9,,2016-09-23 06:25:00,"[06:25:00,06:45:00)",3,56,37.0,22.0,5,0
4482,1,2016-09-23,23,49.095860927886676,20.87742001940533,10.016652800877813,0,6,170,81,23,55.180555555555564,45.33333333333334,11.666666666666664,24.5,39.0,8.0,3,20,4,,2016-09-23 06:45:00,"[06:45:00,07:05:00)",3,81,56.0,37.0,5,0
4483,1,2016-09-23,23,49.095860927886676,40.98007645999049,9.451631252505216,0,7,170,155,24,55.180555555555564,102.16666666666669,16.666666666666668,24.5,104.0,20.0,3,57,6,,2016-09-23 07:05:00,"[07:05:00,07:25:00)",3,129,81.0,56.0,5,0
